Property_ID,Address,Value_2023,Link,area
R335190,"CYPRESS CREEK RD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R335190,-
R340288,"2001 HARVEST MOON DR, CEDAR PARK, TX  78613","$496,977",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340288,"2,493 Sq. Ft"
R340289,"2003 HARVEST MOON DR, CEDAR PARK, TX  78613","$390,287",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340289,"1,528 Sq. Ft"
R340290,"2005 HARVEST MOON DR, CEDAR PARK, TX  78613","$445,173",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340290,"2,172 Sq. Ft"
R340291,"2007 HARVEST MOON DR, CEDAR PARK, TX  78613","$446,129",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340291,"2,234 Sq. Ft"
R340292,"2009 HARVEST MOON DR, CEDAR PARK, TX  78613","$371,666",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340292,"1,530 Sq. Ft"
R340293,"2011 HARVEST MOON DR, CEDAR PARK, TX  78613","$427,436",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340293,"1,874 Sq. Ft"
R340294,"2013 HARVEST MOON DR, CEDAR PARK, TX  78613","$416,297",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340294,"1,660 Sq. Ft"
R340295,"2015 HARVEST MOON DR, CEDAR PARK, TX  78613","$398,397",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340295,"1,530 Sq. Ft"
R340296,"2017 HARVEST MOON DR, CEDAR PARK, TX  78613","$340,517",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340296,"1,441 Sq. Ft"
R340297,"2019 HARVEST MOON DR, CEDAR PARK, TX  78613","$503,144",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340297,"2,234 Sq. Ft"
R340298,"2021 HARVEST MOON DR, CEDAR PARK, TX  78613","$460,324",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340298,"2,370 Sq. Ft"
R340299,"2023 HARVEST MOON DR, CEDAR PARK, TX  78613","$377,278",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340299,"1,550 Sq. Ft"
R340300,"1928 SUMMER RAIN DR, CEDAR PARK, TX  78613","$421,330",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340300,"1,660 Sq. Ft"
R340301,"1926 SUMMER RAIN DR, CEDAR PARK, TX  78613","$404,179",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340301,"1,750 Sq. Ft"
R340302,"1924 SUMMER RAIN DR, CEDAR PARK, TX  78613","$429,312",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340302,"2,241 Sq. Ft"
R340303,"1922 SUMMER RAIN DR, CEDAR PARK, TX  78613","$476,498",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340303,"2,198 Sq. Ft"
R340304,"1920 SUMMER RAIN DR, CEDAR PARK, TX  78613","$347,924",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340304,"1,422 Sq. Ft"
R340305,"1918 SUMMER RAIN DR, CEDAR PARK, TX  78613","$377,489",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340305,"1,640 Sq. Ft"
R340306,"1916 SUMMER RAIN DR, CEDAR PARK, TX  78613","$439,657",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340306,"2,260 Sq. Ft"
R340307,"1914 SUMMER RAIN DR, CEDAR PARK, TX  78613",$352,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340307,-
R340308,"1912 SUMMER RAIN DR, CEDAR PARK, TX  78613","$461,492",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340308,"2,316 Sq. Ft"
R340309,"1910 SUMMER RAIN DR, CEDAR PARK, TX  78613","$359,296",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340309,"1,510 Sq. Ft"
R340310,"1908 SUMMER RAIN DR, CEDAR PARK, TX  78613","$463,169",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340310,"2,351 Sq. Ft"
R340311,"1906 SUMMER RAIN DR, CEDAR PARK, TX  78613","$416,088",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340311,"1,825 Sq. Ft"
R340312,"1904 SUMMER RAIN DR, CEDAR PARK, TX  78613","$389,761",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340312,"1,640 Sq. Ft"
R340313,"1902 SUMMER RAIN DR, CEDAR PARK, TX  78613","$353,743",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340313,"1,510 Sq. Ft"
R340314,"1900 SUMMER RAIN DR, CEDAR PARK, TX  78613","$350,326",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340314,"1,402 Sq. Ft"
R340315,"1810 SUMMER RAIN DR, CEDAR PARK, TX  78613","$444,986",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340315,"2,264 Sq. Ft"
R340316,"1808 SUMMER RAIN DR, CEDAR PARK, TX  78613","$390,968",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340316,"1,550 Sq. Ft"
R340317,"1806 SUMMER RAIN DR, CEDAR PARK, TX  78613","$390,028",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340317,"1,560 Sq. Ft"
R340318,"1616 EAGLE WING DR, CEDAR PARK, TX  78613","$448,092",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340318,"2,112 Sq. Ft"
R340319,"1614 EAGLE WING DR, CEDAR PARK, TX  78613","$406,736",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340319,"1,835 Sq. Ft"
R340320,"1612 EAGLE WING DR, CEDAR PARK, TX  78613","$530,076",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340320,"2,788 Sq. Ft"
R340321,"1610 EAGLE WING DR, CEDAR PARK, TX  78613","$385,353",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340321,"1,560 Sq. Ft"
R340322,"1608 EAGLE WING DR, CEDAR PARK, TX  78613","$383,914",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340322,"1,530 Sq. Ft"
R340323,"1606 EAGLE WING DR, CEDAR PARK, TX  78613","$444,195",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340323,"2,185 Sq. Ft"
R340324,"1604 EAGLE WING DR, CEDAR PARK, TX  78613","$407,707",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340324,"1,873 Sq. Ft"
R340325,"1602 EAGLE WING DR, CEDAR PARK, TX  78613","$514,781",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340325,"2,250 Sq. Ft"
R340326,"1600 EAGLE WING DR, CEDAR PARK, TX  78613","$395,616",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340326,"1,640 Sq. Ft"
R340327,"1907 SUMMER RAIN DR, CEDAR PARK, TX  78613","$441,278",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340327,"2,240 Sq. Ft"
R340328,"1909 SUMMER RAIN DR, CEDAR PARK, TX  78613","$412,189",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340328,"1,728 Sq. Ft"
R340329,"1911 SUMMER RAIN DR, CEDAR PARK, TX  78613","$410,622",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340329,"1,609 Sq. Ft"
R340330,"1913 SUMMER RAIN DR, CEDAR PARK, TX  78613","$539,941",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340330,"2,351 Sq. Ft"
R340331,"1600 HARVEST MOON PLACE, CEDAR PARK, TX  78613","$389,208",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340331,"1,640 Sq. Ft"
R340332,"1602 HARVEST MOON PL, CEDAR PARK, TX  78613","$440,836",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340332,"2,151 Sq. Ft"
R340333,"1604 HARVEST MOON PL, CEDAR PARK, TX  78613","$425,945",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340333,"1,848 Sq. Ft"
R340334,"1606 HARVEST MOON PL, CEDAR PARK, TX  78613","$392,354",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340334,"1,550 Sq. Ft"
R340335,"1608 HARVEST MOON PLACE, CEDAR PARK, TX  78613","$461,158",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340335,"2,381 Sq. Ft"
R340336,"1607 HARVEST MOON PLACE, CEDAR PARK, TX  78613","$567,229",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340336,"3,305 Sq. Ft"
R340337,"1605 HARVEST MOON PL, CEDAR PARK, TX  78613","$449,138",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340337,"2,183 Sq. Ft"
R340338,"1603 HARVEST MOON PL, CEDAR PARK, TX  78613","$386,560",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340338,"1,532 Sq. Ft"
R340339,"1601 HARVEST MOON PL, CEDAR PARK, TX  78613","$462,703",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340339,"1,874 Sq. Ft"
R340340,"1801 SAPPHIRE CV, CEDAR PARK, TX  78613","$562,117",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340340,"3,313 Sq. Ft"
R340341,"1803 SAPPHIRE CV, CEDAR PARK, TX  78613","$592,510",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340341,"2,890 Sq. Ft"
R340342,"1805 SAPPHIRE CV, CEDAR PARK, TX  78613","$623,298",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340342,"3,131 Sq. Ft"
R340343,"1807 SAPPHIRE CV, CEDAR PARK, TX  78613","$567,109",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340343,"2,463 Sq. Ft"
R340344,"1806 SAPPHIRE CV, CEDAR PARK, TX  78613","$550,772",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340344,"3,305 Sq. Ft"
R340345,"1804 SAPPHIRE CV, CEDAR PARK, TX  78613","$440,369",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340345,"2,240 Sq. Ft"
R340346,"1802 SAPPHIRE CV, CEDAR PARK, TX  78613","$428,653",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340346,"1,510 Sq. Ft"
R340347,"1800 SAPPHIRE CV, CEDAR PARK, TX  78613","$439,155",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340347,"2,291 Sq. Ft"
R340348,"1617 EAGLE WING DR, CEDAR PARK, TX  78613","$445,019",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340348,"2,258 Sq. Ft"
R340349,"1615 EAGLE WING DR, CEDAR PARK, TX  78613","$386,677",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340349,"1,550 Sq. Ft"
R340350,"1613 EAGLE WING DR, CEDAR PARK, TX  78613","$431,269",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340350,"2,205 Sq. Ft"
R340351,"1611 EAGLE WING DR, CEDAR PARK, TX  78613","$406,043",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340351,"1,660 Sq. Ft"
R340352,"1609 EAGLE WING DR, CEDAR PARK, TX  78613","$436,521",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340352,"2,172 Sq. Ft"
R340353,"1607 EAGLE WING DR, CEDAR PARK, TX  78613","$495,078",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340353,"2,584 Sq. Ft"
R340354,"1605 EAGLE WING DR, CEDAR PARK, TX  78613","$448,913",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340354,"2,184 Sq. Ft"
R340355,"1603 EAGLE WING DR, CEDAR PARK, TX  78613","$400,566",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340355,"1,640 Sq. Ft"
R340356,"1601 EAGLE WING DR, CEDAR PARK, TX  78613","$455,888",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340356,"2,172 Sq. Ft"
R340386,"2028 SIMBRAH CV, CEDAR PARK, TX  78613","$482,070",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340386,"1,784 Sq. Ft"
R340387,"2026 SIMBRAH COVE, CEDAR PARK, TX  78613","$550,054",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340387,"2,581 Sq. Ft"
R340388,"2024 SIMBRAH CV, CEDAR PARK, TX  78613","$527,909",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340388,"2,818 Sq. Ft"
R340390,"2022 SIMBRAH DR, CEDAR PARK, TX  78613","$496,744",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340390,"2,620 Sq. Ft"
R340391,"2020 SIMBRAH DR, CEDAR PARK, TX  78613","$494,560",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340391,"2,660 Sq. Ft"
R340392,"2018 SIMBRAH DR, CEDAR PARK, TX  78613","$548,545",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340392,"2,931 Sq. Ft"
R340393,"2016 SIMBRAH DR, CEDAR PARK, TX  78613","$459,721",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340393,"2,346 Sq. Ft"
R340394,"2014 SIMBRAH DR, CEDAR PARK, TX  78613","$487,517",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340394,"2,413 Sq. Ft"
R340395,"2012 SIMBRAH DR, CEDAR PARK, TX  78613","$480,144",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340395,"2,478 Sq. Ft"
R340396,"2010 SIMBRAH DR, CEDAR PARK, TX  78613","$454,627",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340396,"1,821 Sq. Ft"
R340397,"2008 SIMBRAH DR, CEDAR PARK, TX  78613","$403,051",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340397,"1,772 Sq. Ft"
R340398,"2006 SIMBRAH DR, CEDAR PARK, TX  78613","$479,863",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340398,"1,989 Sq. Ft"
R340399,"2004 SIMBRAH DR, CEDAR PARK, TX  78613","$417,578",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340399,"2,055 Sq. Ft"
R340400,"2002 SIMBRAH DR, CEDAR PARK, TX  78613","$440,529",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340400,"2,183 Sq. Ft"
R340401,"2000 SIMBRAH DR, CEDAR PARK, TX  78613","$519,514",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340401,"2,477 Sq. Ft"
R340402,"2105 BENT BOW DR, CEDAR PARK, TX  78613","$563,448",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340402,"3,055 Sq. Ft"
R340403,"2103 BENT BOW DR, CEDAR PARK, TX  78613","$530,131",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340403,"2,581 Sq. Ft"
R340404,"2101 BENT BOW DR, CEDAR PARK, TX  78613","$537,504",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340404,"2,894 Sq. Ft"
R340405,"2100 BENT BOW DR, CEDAR PARK, TX  78613","$498,833",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340405,"2,560 Sq. Ft"
R340406,"2102 BENT BOW DR, CEDAR PARK, TX  78613","$424,782",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340406,"2,020 Sq. Ft"
R340407,"2104 BENT BOW DR, CEDAR PARK, TX  78613","$500,063",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340407,"2,282 Sq. Ft"
R340408,"2106 BENT BOW DR, CEDAR PARK, TX  78613","$413,148",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340408,"1,658 Sq. Ft"
R340409,"CYPRESS CREEK RD, CEDAR PARK, TX  78613",$314,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340409,-
R340410,"CYPRESS CREEK RD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340410,-
R340413,"2201 BENT BOW DR, CEDAR PARK, TX  78613","$441,008",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340413,"1,720 Sq. Ft"
R340414,"2203 BENT BOW DR, CEDAR PARK, TX  78613","$609,352",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340414,"2,515 Sq. Ft"
R340415,"2205 BENT BOW DR, CEDAR PARK, TX  78613","$492,091",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340415,"2,645 Sq. Ft"
R340416,"2207 BENT BOW DR, CEDAR PARK, TX  78613","$532,972",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340416,"2,722 Sq. Ft"
R340417,"2000 BENT BOW CV, CEDAR PARK, TX  78613","$506,881",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340417,"2,345 Sq. Ft"
R340418,"2002 BENT BOW CV, CEDAR PARK, TX  78613","$403,368",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340418,"1,734 Sq. Ft"
R340419,"2004 BENT BOW CV, CEDAR PARK, TX  78613","$436,053",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340419,"1,829 Sq. Ft"
R340420,"2006 BENT BOW CV, CEDAR PARK, TX  78613","$442,264",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340420,"2,241 Sq. Ft"
R340422,"2008 BENT BOW CV, CEDAR PARK, TX  78613","$444,093",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340422,"1,950 Sq. Ft"
R340428,"2003 BENT BOW CV, CEDAR PARK, TX  78613","$548,381",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340428,"2,857 Sq. Ft"
R340429,"2001 BENT BOW CV, CEDAR PARK, TX  78613","$419,399",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340429,"2,042 Sq. Ft"
R340430,"2209 BENT BOW DR, CEDAR PARK, TX  78613","$503,235",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340430,"2,624 Sq. Ft"
R340431,"2211 BENT BOW DR, CEDAR PARK, TX  78613","$471,744",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340431,"2,460 Sq. Ft"
R340432,"2213 BENT BOW DR, CEDAR PARK, TX  78613","$540,606",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340432,"2,472 Sq. Ft"
R340435,"2217 BENT BOW DR, CEDAR PARK, TX  78613","$518,067",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340435,"2,678 Sq. Ft"
R340437,"2300 EL SOL DR, CEDAR PARK, TX  78613","$9,900",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340437,-
R340455,"2017 SIMBRAH DR, CEDAR PARK, TX  78613","$4,950",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340455,-
R340457,"2015 SIMBRAH DR, CEDAR PARK, TX  78613","$401,754",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340457,"1,764 Sq. Ft"
R340459,"2013 SIMBRAH DR, CEDAR PARK, TX  78613","$500,948",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340459,"2,592 Sq. Ft"
R340460,"2011 SIMBRAH DR, CEDAR PARK, TX  78613","$416,264",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340460,"2,006 Sq. Ft"
R340461,"2009 SIMBRAH DR, CEDAR PARK, TX  78613","$567,102",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340461,"2,794 Sq. Ft"
R340462,"2007 SIMBRAH DR, CEDAR PARK, TX  78613","$499,413",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340462,"2,618 Sq. Ft"
R340463,"2005 SIMBRAH DR, CEDAR PARK, TX  78613","$503,221",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340463,"2,592 Sq. Ft"
R340464,"2003 SIMBRAH DR, CEDAR PARK, TX  78613","$607,351",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340464,"2,509 Sq. Ft"
R340465,"2001 SIMBRAH DR, CEDAR PARK, TX  78613","$582,667",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340465,"2,947 Sq. Ft"
R340466,"2200 BENT BOW DR, CEDAR PARK, TX  78613","$469,505",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340466,"2,332 Sq. Ft"
R340467,"2202 BENT BOW DR, CEDAR PARK, TX  78613","$491,223",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340467,"2,385 Sq. Ft"
R340468,"2204 BENT BOW DR, CEDAR PARK, TX  78613","$447,657",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340468,"2,286 Sq. Ft"
R340469,"2206 BENT BOW DR, CEDAR PARK, TX  78613","$427,334",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340469,"2,035 Sq. Ft"
R340470,"2208 BENT BOW DR, CEDAR PARK, TX  78613","$468,857",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340470,"2,008 Sq. Ft"
R340471,"2210 BENT BOW DR, CEDAR PARK, TX  78613","$513,397",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340471,"2,597 Sq. Ft"
R340472,"2212 BENT BOW DR, CEDAR PARK, TX  78613","$413,747",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340472,"1,647 Sq. Ft"
R340473,"2214 BENT BOW DR, CEDAR PARK, TX  78613","$406,747",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340473,"1,891 Sq. Ft"
R340475,"2218 BENT BOW DR, CEDAR PARK, TX  78613","$391,706",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340475,"1,632 Sq. Ft"
R340477,"2220 BENT BOW DR, CEDAR PARK, TX  78613","$470,920",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340477,"2,352 Sq. Ft"
R340478,"CYPRESS CREEK RD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R340478,-
R341240,"1622 PAPER MOON DR, CEDAR PARK, TX  78613","$584,060",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341240,"3,858 Sq. Ft"
R341241,"1620 PAPER MOON DR, CEDAR PARK, TX  78613","$433,004",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341241,"2,208 Sq. Ft"
R341242,"1618 PAPER MOON DR, CEDAR PARK, TX  78613","$535,057",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341242,"2,806 Sq. Ft"
R341243,"1616 PAPER MOON DR, CEDAR PARK, TX  78613","$551,438",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341243,"3,566 Sq. Ft"
R341244,"1614 PAPER MOON DR, CEDAR PARK, TX  78613","$404,390",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341244,"1,908 Sq. Ft"
R341245,"1612 PAPER MOON DR, CEDAR PARK, TX  78613","$558,053",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341245,"3,566 Sq. Ft"
R341246,"1610 PAPER MOON DR, CEDAR PARK, TX  78613","$573,321",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341246,"2,563 Sq. Ft"
R341247,"1608 PAPER MOON DR, CEDAR PARK, TX  78613","$531,253",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341247,"2,992 Sq. Ft"
R341252,"1606 PAPER MOON DR, CEDAR PARK, TX  78613","$460,086",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341252,"2,306 Sq. Ft"
R341253,"1604 PAPER MOON DR, CEDAR PARK, TX  78613","$495,355",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341253,"2,044 Sq. Ft"
R341254,"1602 PAPER MOON DR, CEDAR PARK, TX  78613","$579,313",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341254,"2,581 Sq. Ft"
R341255,"1600 PAPER MOON DR, CEDAR PARK, TX  78613","$481,899",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341255,"2,450 Sq. Ft"
R341257,"SUN CHASE BLVD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341257,-
R341260,"SUN CHASE BLVD, CEDAR PARK, TX  78613","$1,191",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341260,-
R341261,"1702 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$452,522",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341261,"2,049 Sq. Ft"
R341264,"1704 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$397,980",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341264,"1,846 Sq. Ft"
R341265,"1706 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$443,387",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341265,"2,199 Sq. Ft"
R341267,"1708 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$570,008",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341267,"3,279 Sq. Ft"
R341268,"1502 AUTUMN FIRE CV, CEDAR PARK, TX  78613","$491,381",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341268,"2,630 Sq. Ft"
R341270,"1504 AUTUMN FIRE CV, CEDAR PARK, TX  78613","$590,620",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341270,"3,122 Sq. Ft"
R341273,"1503 AUTUMN FIRE CV, AUSTIN, TX  78613","$504,102",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341273,"2,696 Sq. Ft"
R341274,"1501 AUTUMN FIRE CV, CEDAR PARK, TX  78613","$597,386",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341274,"2,956 Sq. Ft"
R341276,"1750 STAR LIGHT CIR, CEDAR PARK, TX  78613","$581,828",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341276,"3,993 Sq. Ft"
R341277,"1748 STAR LIGHT CIR, CEDAR PARK, TX  78613","$399,332",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341277,"1,896 Sq. Ft"
R341279,"1746 STAR LIGHT CIR, CEDAR PARK, TX  78613","$537,148",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341279,"2,808 Sq. Ft"
R341281,"1744 STAR LIGHT CIR, CEDAR PARK, TX  78613","$420,194",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341281,"1,910 Sq. Ft"
R341282,"1742 STAR LIGHT CIR, CEDAR PARK, TX  78613","$549,918",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341282,"2,820 Sq. Ft"
R341283,"1740 STAR LIGHT CIR, CEDAR PARK, TX  78613","$400,100",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341283,"1,870 Sq. Ft"
R341285,"1738 STAR LIGHT CIR, CEDAR PARK, TX  78613","$477,386",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341285,"2,432 Sq. Ft"
R341286,"1736 STAR LIGHT CIR, CEDAR PARK, TX  78613","$552,026",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341286,"3,566 Sq. Ft"
R341287,"1734 STAR LIGHT CIR, CEDAR PARK, TX  78613","$437,613",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341287,"2,098 Sq. Ft"
R341288,"1732 STAR LIGHT CIR, CEDAR PARK, TX  78613","$400,661",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341288,"1,884 Sq. Ft"
R341289,"1730 STAR LIGHT CIR, CEDAR PARK, TX  78613","$396,469",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341289,"1,827 Sq. Ft"
R341290,"1728 STAR LIGHT CIR, CEDAR PARK, TX  78613","$461,581",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341290,"2,361 Sq. Ft"
R341291,"1726 STAR LIGHT CIR, CEDAR PARK, TX  78613","$484,397",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341291,"2,581 Sq. Ft"
R341292,"1724 STAR LIGHT CIR, CEDAR PARK, TX  78613","$454,990",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R341292,"2,078 Sq. Ft"
